A,N,N_minus_Z,Q_2beta_minus_calculable,Q_2beta_minus_estimated,Q_2beta_minus_keV,Q_2beta_minus_unc_keV,Q_4beta_minus_calculable,Q_4beta_minus_estimated,Q_4beta_minus_keV,Q_4beta_minus_unc_keV,Q_alpha_calculable,Q_alpha_estimated,Q_alpha_keV,Q_alpha_unc_keV,Q_beta_minus_n_calculable,Q_beta_minus_n_estimated,Q_beta_minus_n_keV,Q_beta_minus_n_unc_keV,Q_d_alpha_calculable,Q_d_alpha_estimated,Q_d_alpha_keV,Q_d_alpha_unc_keV,Q_ep_calculable,Q_ep_estimated,Q_ep_keV,Q_ep_unc_keV,Q_n_alpha_calculable,Q_n_alpha_estimated,Q_n_alpha_keV,Q_n_alpha_unc_keV,Q_p_alpha_calculable,Q_p_alpha_estimated,Q_p_alpha_keV,Q_p_alpha_unc_keV,S_2n_calculable,S_2n_estimated,S_2n_keV,S_2n_unc_keV,S_2p_calculable,S_2p_estimated,S_2p_keV,S_2p_unc_keV,S_n_calculable,S_n_estimated,S_n_keV,S_n_unc_keV,S_p_calculable,S_p_estimated,S_p_keV,S_p_unc_keV,Symbol,Z,atomic_mass_estimated,atomic_mass_micro_u,atomic_mass_u,atomic_mass_unc_micro_u,beta_decay_energy_estimated,beta_decay_energy_keV,beta_decay_energy_unc_keV,beta_decay_mode,binding_energy_per_A_estimated,binding_energy_per_A_keV,binding_energy_per_A_unc_keV,decay_modes,discovery_year,half_life_estimated,half_life_raw,half_life_s,half_life_unc_raw,half_life_unit,mass_excess_estimated,mass_excess_keV,mass_excess_unc_keV,origin,source_dataset,source_file,spin_parity,spin_parity_measured,spin_parity_systematics
142,90,38,True,True,18680.0,500.0,True,True,31293.0,500.0,True,True,-3464.0,640.0,True,True,5306.0,500.0,True,True,8552.0,781.0,False,False,,,True,True,-1593.0,640.0,True,True,8365.0,640.0,True,True,6325.0,500.0,True,True,26637.0,583.0,True,True,3951.0,640.0,True,True,14298.0,707.0,Te,52,True,950027.0,141.950027,537.0,True,8253.0,500.0,B-,True,8113.0,4.0,B-=100;B-n ?;B-2n ?,1994,False,147,0.147,8,ms,True,-46550.0,500.0,x,AME2020,mass_1.mas20,0+,False,False
142,89,36,True,False,15711.587,8.6205,True,False,25220.9809,7.9929,True,True,-2578.0,300.0,True,False,5323.0214,5.7194,True,False,12275.287,15.2015,True,True,-22552.0,500.0,True,True,894.0,400.0,True,False,10266.1662,6.0748,True,False,7339.3828,13.0771,True,True,24991.0,600.0,True,False,2947.6216,16.5871,True,True,11422.0,400.0,I,53,False,941166.595,141.941166595,5.3,False,10426.6792,5.6276,B-,False,8165.2517,0.0348,B-=100;B-n ?;B-2n ?,1975,False,235,0.23500000000000001,11,ms,False,-54802.969,4.937,x,AME2020,mass_1.mas20,2-#,False,True
142,88,34,True,False,12612.6085,6.5075,True,False,19303.2472,3.6424,True,False,-1958.5697,4.6515,True,False,1176.3845,9.5836,True,False,9087.3812,12.4071,True,True,-21849.0,400.0,True,False,621.8339,4.4527,True,False,8105.3704,4.8312,True,False,8385.8232,3.5665,True,False,23440.1414,14.6291,True,False,5103.6578,3.9542,True,False,12591.9538,16.0642,Xe,54,False,929973.095,141.929973095,2.9,False,5284.9078,7.5655,B-,False,8233.1695,0.019,B-=100;B-n=0.37 3,1960,False,1.23,1.23,0.02,s,False,-65229.648,2.701,x,AME2020,mass_1.mas20,0+,False,False
142,87,32,True,False,9509.3939,9.4076,True,False,13271.8106,7.2221,True,False,-959.5625,9.2455,True,False,1146.6177,8.8444,True,False,13182.7121,7.4406,True,False,-17876.8616,17.3407,True,False,3602.8097,8.123,True,False,9994.085,7.3844,True,False,9607.4542,10.8241,True,False,21486.2758,14.0206,True,False,4108.5233,11.5969,True,False,9606.2186,7.634,Cs,55,False,924299.514,141.924299514,7.586,False,7327.7007,8.3627,B-,False,8264.8777,0.0498,B-=100;B-n=0.089 3,1962,False,1.687,1.687,0.010,s,False,-70514.556,7.067,,AME2020,mass_1.mas20,0-*,True,False
142,86,30,True,False,6690.6387,6.3551,True,False,8107.7984,6.0402,True,False,-294.9286,6.5507,True,False,-2983.7314,7.2112,True,False,9918.2883,10.1129,True,False,-16933.9193,6.587,True,False,3448.7314,6.296,True,False,7722.8866,6.6985,True,False,10716.988,9.8717,True,False,19433.7377,6.3618,True,False,6181.083,7.958,True,False,10653.877,10.936,Ba,56,False,916432.904,141.916432904,6.355,False,2181.6932,8.3754,B-,False,8310.9718,0.0417,B-=100,1959,False,10.6,636.0,0.2,m,False,-77842.257,5.92,,AME2020,mass_1.mas20,0+,False,False
142,85,28,True,False,3762.4167,6.3113,True,False,1117.5856,24.4127,True,False,438.1621,11.1081,True,False,-2664.2105,6.303,True,False,13954.762,10.0927,True,False,-12835.5701,11.1364,True,False,6323.5404,7.0237,True,False,9754.0227,6.291,True,False,11854.5269,6.3046,True,False,17552.154,10.3306,True,False,5165.4246,7.4221,True,False,7580.4291,8.2277,La,57,False,914090.76,141.91409076,6.748,False,4508.9455,5.8446,B-,False,8320.8263,0.0443,B-=100,1953,False,91.1,5466.0,0.5,m,False,-80023.95,6.286,,AME2020,mass_1.mas20,2-,False,False
142,84,26,True,False,1417.1597,2.1988,True,False,-5550.9661,2.6116,True,False,1303.9942,2.456,True,False,-6589.6802,2.4869,True,False,10489.9707,2.4893,True,False,-12089.3746,5.8435,True,False,6027.4242,2.4563,True,False,7553.5404,2.4893,True,False,12601.3048,2.4698,True,False,15842.9327,8.2654,True,False,7173.1561,2.4703,True,False,8892.0231,4.633,Ce,58,False,909250.208,141.909250208,2.623,False,-746.5288,2.4868,B-,False,8347.07,0.0172,IS=11.114 51;A ?;2B- ?,1925,False,stbl,inf,>2.9Ey,,False,-84532.896,2.443,,AME2020,mass_1.mas20,0+,False,False
142,83,24,True,False,-2644.8311,23.6385,True,False,-12477.4374,30.0638,True,False,302.1253,1.5544,True,False,-7666.1652,2.81,True,False,14998.6671,1.1825,True,False,-8145.4944,4.0975,True,False,9082.4162,1.5439,True,False,8035.4296,2.5256,True,False,15242.776,6.1154,True,False,14052.2497,1.5439,True,False,5843.1515,0.0768,True,False,5644.2803,1.1799,Pr,59,False,910051.64,141.91005164,1.607,False,2163.6885,1.3656,B-,False,8336.3032,0.0106,B-~100;EC=0.0164 8,1935,False,19.12,68832.0,0.04,h,False,-83786.367,1.498,,AME2020,mass_1.mas20,2-*,True,False
142,82,22,True,False,-6968.1259,1.4168,True,False,-18990.5333,27.973,True,False,-809.1047,1.3515,True,False,-13498.4416,14.0287,True,False,9446.9786,6.1733,True,False,-7807.9688,1.4526,True,False,6654.0881,2.4155,True,False,3742.6521,3.8458,True,False,17835.4451,3.4938,True,False,12453.7705,1.4524,True,False,9829.8537,3.1237,True,False,7224.493,1.3663,Nd,60,False,907728.824,141.907728824,1.348,False,-4808.5196,23.6216,B-,False,8346.031,0.0088,IS=27.153 40,1924,False,stbl,inf,,,False,-85950.055,1.256,,AME2020,mass_1.mas20,0+,False,False
142,81,20,True,False,-9832.6062,38.2026,True,False,-24582.0137,700.9548,True,False,-437.585,25.632,True,False,-13278.8943,25.0869,True,False,13826.5176,23.8197,True,False,-2415.9734,23.6385,True,False,9333.5187,23.8758,True,False,5739.4491,36.2513,True,False,19072.1255,33.8139,True,False,11033.2509,24.3791,True,False,8689.922,27.4222,True,False,4238.9871,23.8048,Pm,61,False,912890.982,141.912890982,25.33,False,-2159.6062,23.6524,B-,False,8306.6587,0.1662,B+=100;e+=77.1 27;EC=22.9 27,1959,False,40.5,40.5,0.5,s,False,-81141.536,23.596,,AME2020,mass_1.mas20,1+,False,False
142,80,18,True,False,-12022.4074,28.007,True,True,-28862.0,729.0,True,False,610.3365,11.7518,True,False,-17127.6008,12.7593,True,False,9940.9239,24.2922,True,False,-2079.3808,3.4241,True,False,8681.4024,27.5838,True,False,3383.154,13.7153,True,False,19668.6202,12.6358,True,False,9302.6253,3.7563,True,False,11119.2881,8.6142,True,False,5747.9688,14.0964,Sm,62,False,915209.415,141.915209415,2.002,False,-7673.0,30.0,B-,False,8285.9407,0.0131,B+=100;e+<5,1959,False,72.49,4349.4,0.05,m,False,-78981.93,1.866,,AME2020,mass_1.mas20,0+,False,False
142,79,16,True,False,-14749.4074,701.2021,True,True,-34058.0,402.0,True,False,1180.5246,32.2196,True,False,-16156.0169,35.9713,True,False,14857.8229,32.5525,True,False,1925.0312,33.1468,True,False,11838.501,32.9865,True,False,5935.3547,31.9679,True,False,20465.6202,59.6629,True,False,7674.8253,38.6019,True,False,9454.6008,32.6006,True,False,2663.9411,31.2122,Eu,63,False,923446.719,141.923446719,32.268,False,-4349.4074,41.0414,B-,False,8226.396,0.2117,B+=100;e+=89.9 16;EC=10.1 16,1966,False,2.36,2.36,0.10,s,False,-71308.93,30.058,-,AME2020,mass_1.mas20,1+,False,False
142,78,14,True,True,-16840.0,728.0,True,True,-39030.0,501.0,True,False,2113.3344,30.3408,True,False,-20489.9974,108.9052,True,False,10737.2303,58.6268,True,False,1685.4663,29.2192,True,False,11067.1092,29.9897,True,False,3302.5845,30.8844,True,False,21319.8803,39.5199,True,False,6081.5188,30.612,True,False,11806.6094,34.2253,True,False,4322.8463,30.67,Gd,64,False,928116.0,141.928116,30.0,False,-10400.0,700.0,B-,False,8190.2569,0.1968,B+=100;EC=52 5;e+=48 5,1986,False,70.2,70.2,0.6,s,False,-66959.522,27.945,x,AME2020,mass_1.mas20,0+,False,False
142,77,12,True,True,-19309.0,807.0,False,False,,,True,False,2765.2376,701.1147,True,True,-19248.0,761.0,True,False,15933.5628,701.1147,True,False,6077.1537,700.6716,True,False,14484.9315,700.681,True,True,5936.0,727.0,True,False,22219.8803,1063.7489,True,False,4151.5188,702.4508,True,False,10089.9974,708.421,True,False,624.2624,700.8362,Tb,65,False,939280.858,141.939280858,752.079,True,-6440.0,200.0,B-,False,8111.508,4.9335,B+=100;e+=96.8 4;EC=3.2 4;B+p=0.0022 11,1991,False,597,0.597,17,ms,False,-56559.522,700.558,-,AME2020,mass_1.mas20,1+,False,False
142,76,10,True,True,-22190.0,884.0,False,False,,,True,True,3115.0,756.0,True,True,-23826.0,831.0,True,True,11074.0,1082.0,True,True,5816.0,729.0,True,True,13158.0,754.0,True,True,2875.0,787.0,True,True,23432.0,831.0,True,True,2915.0,729.0,True,True,12808.0,787.0,True,True,2868.0,736.0,Dy,66,True,946194.0,141.946194,782.0,True,-12869.0,831.0,B-,True,8061.0,5.0,B+=100;e+=90 4;EC=10 4;B+p=0.06 3,1986,False,2.3,2.3,0.3,s,True,-50120.0,729.0,-,AME2020,mass_1.mas20,0+,False,False
142,75,8,False,False,,,False,False,,,True,True,3925.0,500.0,False,False,,,True,True,16290.0,566.0,True,True,10001.0,414.0,True,True,16526.0,499.0,True,True,5314.0,641.0,True,True,24076.0,641.0,True,True,1346.0,895.0,True,True,10957.0,567.0,True,True,-843.0,499.0,Ho,67,True,960010.0,141.96001,430.0,True,-9321.0,641.0,B-,True,7965.0,3.0,B+~100;B+p=?;p~0,2001,False,400,0.4,100,ms,True,-37250.0,401.0,x,AME2020,mass_1.mas20,"(7-,8+)",False,False
142,74,6,False,False,,,False,False,,,True,True,4576.0,709.0,False,False,,,True,True,12098.0,707.0,True,True,10164.0,582.0,True,True,15417.0,707.0,False,False,,,False,False,,,True,True,-322.0,641.0,False,False,,,True,True,855.0,641.0,Er,68,True,970016.0,141.970016,537.0,False,,,B-,True,7893.0,4.0,p ?,,True,10#,9.999999999999999e-06,,us,True,-27930.0,500.0,x,AME2020,mass_1.mas20,0+,False,False
143,91,39,True,True,19673.0,500.0,True,True,33407.0,500.0,True,True,-3645.0,640.0,True,True,6201.0,500.0,True,True,9721.0,707.0,False,False,,,True,True,-393.0,583.0,True,True,8724.0,781.0,True,True,6003.0,640.0,False,False,,,True,True,2052.0,707.0,True,True,14209.0,583.0,Te,52,True,956489.0,142.956489,537.0,True,10259.0,539.0,B-,True,8070.0,3.0,B-=100;B-n ?;B-2n ?,2010,False,120,0.12,8,ms,True,-40530.0,500.0,x,AME2020,mass_1.mas20,7/2+#,False,True
143,90,37,True,True,16886.0,200.0,True,True,27382.0,200.0,True,True,-3165.0,447.0,True,True,6369.0,200.0,True,True,10591.0,447.0,True,True,-24469.0,361.0,True,True,-753.0,632.0,True,True,10442.0,201.0,True,True,7006.0,201.0,True,True,25828.0,539.0,True,True,4058.0,200.0,True,True,11529.0,539.0,I,53,True,945475.0,142.945475,215.0,True,9413.0,200.0,B-,True,8137.0,1.0,B-=100;B-n ?;B-2n ?,1994,False,182,0.182,8,ms,True,-50790.0,200.0,x,AME2020,mass_1.mas20,7/2+#,False,True
143,89,35,True,False,13734.323,8.206,True,False,21403.4961,5.259,True,False,-2422.7178,5.8499,True,False,2240.356,8.4635,True,False,10434.5906,16.5061,True,True,-20942.0,500.0,True,False,1810.9692,15.1131,True,False,8267.3956,12.9742,True,False,8148.2096,5.48,True,True,24111.0,400.0,True,False,3044.5518,5.3842,True,False,12688.884,6.7871,Xe,54,False,935369.55,142.93536955,5.0,False,7472.6365,8.8908,B-,False,8196.8855,0.0326,B-=100;B-n=1.00 15,1951,False,511,0.511,6,ms,False,-60202.882,4.657,x,AME2020,mass_1.mas20,5/2-*,True,False
143,88,33,True,False,10495.9488,10.5391,True,False,15392.681,7.788,True,False,-1629.4708,8.5673,True,False,2095.4203,9.6127,True,False,11232.5971,8.1051,True,False,-20161.5205,9.0403,True,False,1577.1062,14.2826,True,False,10174.9979,7.9232,True,False,9340.8037,11.9123,True,False,22326.795,17.5532,True,False,5232.2804,10.3583,True,False,9734.8412,8.0406,Cs,55,False,927347.346,142.927347346,8.13,False,6261.6865,9.7303,B-,False,8243.6707,0.053,B-=100;B-n=1.62 6,1962,False,1.802,1.802,0.008,s,False,-67675.519,7.573,,AME2020,mass_1.mas20,3/2+*,True,False
143,87,31,True,False,7669.1731,7.1841,True,False,10065.1051,6.8717,True,False,-717.5349,7.0878,True,False,-1984.5731,9.2282,True,False,11250.9529,11.4103,True,False,-15996.5278,7.2762,True,False,4695.6584,7.1463,True,False,7976.5882,10.6239,True,False,10347.3492,8.5984,True,False,20317.8386,7.3474,True,False,4166.2663,8.9831,True,False,10711.62,9.7768,Ba,56,False,920625.149,142.920625149,7.253,False,4234.2623,9.9682,B-,False,8281.9878,0.0472,B-=100,1962,False,14.5,14.5,0.3,s,False,-73937.205,6.756,,AME2020,mass_1.mas20,5/2-*,True,False
143,86,29,True,False,4896.7322,7.4797,True,False,4789.1965,7.8677,True,False,104.705,7.9711,True,False,-1709.8899,7.5816,True,False,12271.8316,9.0545,True,False,-14945.8823,10.18,True,False,4524.6729,10.9971,True,False,9960.4928,10.7755,True,False,11384.26,8.3945,True,False,18272.0585,11.7583,True,False,6218.8354,9.5466,True,False,7618.1816,9.4155,La,57,False,916079.482,142.916079482,7.868,False,3434.9108,7.5812,B-,False,8306.1271,0.0513,B-=100,1951,False,14.2,852.0,0.1,m,False,-78171.467,7.329,,AME2020,mass_1.mas20,(7/2)+,False,False
143,85,27,True,False,2395.9321,2.1967,True,False,-2089.2434,3.3018,True,False,882.6235,2.4553,True,False,-5891.3295,2.4858,True,False,12034.2724,4.6325,True,False,-11053.0924,6.3547,True,False,7307.929,8.2651,True,False,7569.7363,2.4884,True,False,12317.9567,2.4694,True,False,16451.8283,5.8431,True,False,5144.8007,0.0937,True,False,8871.3992,5.8453,Ce,58,False,912391.953,142.912391953,2.621,False,1461.8214,1.8649,B-,False,8324.6765,0.0171,B-=100,1948,False,33.039,118940.40000000001,0.006,h,False,-81606.378,2.442,,AME2020,mass_1.mas20,3/2-*,True,False
143,84,25,True,False,-107.5356,3.0105,True,False,-8826.8888,11.1348,True,False,1729.2653,1.8841,True,False,-5189.4623,1.3689,True,False,13073.665,1.9236,True,False,-10333.2206,6.1095,True,False,6890.2619,1.8841,True,False,9870.0825,1.9232,True,False,13196.3023,1.8886,True,False,14716.2982,4.3649,True,False,7353.1508,1.8881,True,False,5824.275,1.8667,Pr,59,False,910822.624,142.910822624,1.949,False,934.1107,1.3673,B-,False,8329.428,0.0127,B-=100,1948,False,13.57,1172448.0,0.02,d,False,-83068.2,1.816,,AME2020,mass_1.mas20,7/2+*,True,False
143,83,23,True,False,-4485.1754,2.4679,True,False,-15770.9995,200.3054,True,False,530.5151,2.415,True,False,-10932.0926,23.6215,True,False,12723.0302,1.3669,True,False,-6758.3857,2.198,True,False,9718.3188,1.4523,True,False,5547.9718,6.1733,True,False,15953.4267,3.1239,True,False,13149.1948,1.4525,True,False,6123.573,0.0694,True,False,7504.9145,1.3662,Nd,60,False,909819.815,142.909819815,1.347,False,-1041.6463,2.683,B-,False,8330.4893,0.0088,IS=12.173 26,1933,False,stbl,inf,>3.1Ey,,False,-84002.31,1.255,,AME2020,mass_1.mas20,7/2-*,True,False
143,82,21,True,False,-8719.3531,11.3733,True,False,-22541.4716,51.3167,True,False,-556.9276,4.6781,True,False,-12050.0525,2.9563,True,False,11941.6628,4.1125,True,False,-6463.2682,3.0034,True,False,7371.9652,6.7261,True,False,6160.6376,4.3929,True,False,18580.3683,14.2792,True,False,11524.0727,3.0037,True,False,9890.4463,23.7703,True,False,4299.5797,2.6824,Pm,61,False,910938.068,142.910938068,3.16,False,-3443.5291,3.5604,B-,False,8317.7341,0.0206,EC=100;e+<5.7e-6,1952,False,265,22896000.0,7,d,False,-82960.664,2.944,,AME2020,mass_1.mas20,5/2+,False,False
143,81,19,True,False,-11285.824,200.3204,True,False,-27348.1858,13.3276,True,False,74.879,27.6576,True,False,-16279.5234,30.1147,True,False,11716.604,14.2404,True,False,-856.0506,2.4688,True,False,10386.5137,4.2649,True,False,3558.9667,24.376,True,False,19725.8115,8.8494,True,False,9903.5572,3.9761,True,False,8606.5234,2.6259,True,False,5664.5702,23.7453,Sm,62,False,914634.848,142.914634848,2.951,False,-5275.824,11.3245,B-,False,8288.1825,0.0192,B+=100;e+=40.0 20;EC=60.0 20,1956,False,8.75,525.0,0.06,m,False,-79517.135,2.75,,AME2020,mass_1.mas20,3/2+*,True,False
143,80,17,True,False,-13822.1185,52.3968,True,True,-32194.0,298.0,True,False,834.8016,17.4733,True,False,-15353.1068,30.0266,True,False,12403.4557,13.9116,True,False,-388.7462,26.0275,True,False,9617.1377,26.5954,True,False,6078.6897,16.6393,True,False,20458.3002,16.7457,True,False,8296.3211,17.7739,True,False,11003.6994,32.0026,True,False,2548.3524,11.1429,Eu,63,False,920298.678,142.920298678,11.793,False,-6010.0,200.0,B-,False,8245.8177,0.0768,B+=100,1965,False,2.59,155.39999999999998,0.02,m,False,-74241.311,10.986,x,AME2020,mass_1.mas20,5/2+*,True,False
143,79,15,True,False,-16062.3618,200.7256,True,True,-37071.0,447.0,True,False,1724.0023,200.597,True,False,-19743.1068,728.6299,True,False,12405.143,200.6998,True,False,3461.6476,200.3102,True,False,12871.0367,200.691,True,False,3618.6897,206.8257,True,False,21149.7162,201.2738,True,False,6875.2935,200.4832,True,False,9343.1068,202.2414,True,False,4211.3524,202.5442,Gd,64,False,926750.678,142.926750678,215.032,False,-7812.1185,206.7497,B-,False,8198.3188,1.4007,B+=100;B+p=?;B+A=?,1975,False,39,39.0,2,s,False,-68231.311,200.301,-,AME2020,mass_1.mas20,1/2+,False,False
143,78,13,True,True,-18372.0,302.0,False,False,,,True,False,2553.9432,52.893,True,True,-18371.0,730.0,True,False,13515.8454,54.9108,True,False,3600.7661,59.3988,True,False,12213.1552,72.6699,True,False,6227.1407,58.3579,True,False,22020.9858,117.0648,True,False,5071.4877,52.7681,True,False,11930.9883,702.4284,True,False,748.6413,58.3579,Tb,65,False,935137.332,142.935137332,55.0,False,-8250.2433,52.8659,B-,False,8138.2176,0.3583,B+=100,1985,False,12,12.0,1,s,False,-60419.192,51.232,x,AME2020,mass_1.mas20,(11/2-),False,False
143,77,11,True,True,-21009.0,400.0,False,False,,,True,True,3038.0,196.0,True,True,-22990.0,401.0,True,False,13082.7006,106.0636,True,False,7501.6019,30.8379,True,False,15259.731,30.8379,True,False,3177.384,800.5941,True,True,22929.0,298.0,True,False,3522.6605,23.6753,True,True,10121.0,729.0,True,False,2898.3981,700.6789,Dy,66,False,943994.332,142.943994332,14.0,True,-10121.0,298.0,B-,False,8075.0527,0.0912,B+=100;B+p=?,1983,False,5.6,5.6,1.0,s,False,-52168.949,13.041,x,AME2020,mass_1.mas20,(1/2+),False,False
143,76,9,False,False,,,False,False,,,True,True,3658.0,422.0,True,True,-22189.0,582.0,True,True,14046.0,422.0,True,True,7223.0,761.0,True,True,14081.0,854.0,True,True,5647.0,499.0,True,True,23826.0,499.0,True,True,2085.0,316.0,True,True,12869.0,499.0,True,True,-783.0,787.0,Ho,67,True,954860.0,142.95486,320.0,True,-10887.0,499.0,B-,True,7999.0,2.0,B+ ?;B+p ?,2000,True,300#,0.3,>200ns,ms,True,-42048.0,298.0,x,AME2020,mass_1.mas20,11/2-#,False,True
143,75,7,False,False,,,False,False,,,True,True,4115.0,640.0,False,False,,,True,True,13915.0,566.0,True,True,11670.0,831.0,True,True,17316.0,566.0,True,True,3021.0,640.0,False,False,,,True,True,356.0,499.0,True,True,11302.0,640.0,True,True,1199.0,566.0,Er,68,True,966548.0,142.966548,429.0,False,,,B-,True,7917.0,3.0,B+ ?;B+p ?,2005,True,200#,0.2,,ms,True,-31160.0,400.0,x,AME2020,mass_1.mas20,9/2-#,False,True
144,92,40,True,True,20652.0,300.0,True,True,35547.0,300.0,True,True,-4155.0,424.0,True,True,6498.0,361.0,True,True,8101.0,424.0,False,False,,,False,False,,,True,True,8184.0,583.0,True,True,5813.0,583.0,False,False,,,True,True,3761.0,583.0,False,False,,,Te,52,True,961116.0,143.961116,322.0,True,9110.0,500.0,B-,True,8040.0,2.0,B-=100;B-n ?;B-2n ?,2015,False,93,0.093,60,ms,True,-36220.0,300.0,x,AME2020,mass_1.mas20,0+,False,False
144,91,38,True,True,17941.0,400.0,True,True,29519.0,400.0,True,True,-3365.0,721.0,True,True,6801.0,400.0,True,True,11930.0,640.0,False,False,,,True,True,-144.0,640.0,True,True,10203.0,565.0,True,True,6670.0,400.0,True,True,26298.0,500.0,True,True,2612.0,447.0,True,True,12089.0,640.0,I,53,True,951336.0,143.951336,429.0,True,11542.0,400.0,B-,True,8098.0,3.0,B-=100;B-n ?;B-2n ?,1994,False,94,0.094,8,ms,True,-45330.0,400.0,x,AME2020,mass_1.mas20,1-#,False,True
144,90,36,True,False,14894.8284,8.8948,True,False,23559.6407,6.0181,True,False,-2929.768,15.3266,True,False,2731.8992,9.2491,True,False,8641.4749,7.2501,True,True,-23631.0,500.0,True,True,-556.0,400.0,True,False,7918.4196,16.7018,True,False,7785.289,5.9572,True,True,24901.0,500.0,True,False,4740.7372,7.0628,True,True,13372.0,200.0,Xe,54,False,938945.076,143.938945076,5.7,False,6399.0606,20.8203,B-,False,8172.8845,0.0369,B-=100;B-n=3.0 3,2003,False,388,0.388,7,ms,False,-56872.301,5.31,x,AME2020,mass_1.mas20,0+,False,False
144,89,34,True,False,11578.2978,23.9301,True,False,17479.2263,20.3132,True,False,-2090.0552,23.4932,True,False,2594.5252,21.2353,True,False,12669.0936,20.3123,True,True,-19771.0,201.0,True,False,2301.706,25.6135,True,False,9790.002,20.3379,True,False,8899.4418,21.1802,True,False,23046.3348,20.7284,True,False,3667.1613,21.5092,True,False,10357.4508,20.6636,Cs,55,False,932075.402,143.932075402,21.612,False,8495.7679,20.4163,B-,False,8211.8894,0.1398,B-=100;B-n=2.98 6,1967,False,994,0.994,6,ms,False,-63271.362,20.132,,AME2020,mass_1.mas20,1-*,True,False
144,88,32,True,False,8664.8123,7.6781,True,False,11980.8984,7.2457,True,False,-1205.5842,7.5067,True,False,-1666.9804,10.2296,True,False,9458.2335,10.0271,True,False,-18853.2186,8.5217,True,False,2076.5812,7.6984,True,False,7574.2765,11.6394,True,False,10067.5089,9.2698,True,False,21115.4234,7.6305,True,False,5901.2426,9.8272,True,False,11380.5822,10.4058,Ba,56,False,922954.821,143.922954821,7.661,False,3082.53,14.7744,B-,False,8265.4549,0.0496,B-=100,1967,False,11.73,11.73,0.08,s,False,-71767.13,7.136,,AME2020,mass_1.mas20,0+,False,False
144,87,30,True,False,5900.9284,13.217,True,False,6566.4567,13.2603,True,False,-224.8374,15.3159,True,False,-1314.5995,13.1651,True,False,13703.4042,14.227,True,False,-14463.1122,14.9904,True,False,5274.0935,15.8715,True,False,9746.8875,13.9872,True,False,10968.3457,14.383,True,False,18913.0456,14.7409,True,False,4749.5103,14.8686,True,False,8201.4256,14.5946,La,57,False,919645.589,143.919645589,13.888,False,5582.2823,13.2432,B-,False,8281.4283,0.0898,B-=100,1967,False,44.0,44.0,0.7,s,False,-74849.66,12.937,x,AME2020,mass_1.mas20,(3-),False,False
144,86,28,True,False,3316.0862,2.5401,True,False,1533.6841,2.661,True,False,411.0472,8.3897,True,False,-5435.0605,2.8852,True,False,10302.8151,6.7059,True,False,-13783.7079,7.3262,True,False,4946.9522,6.0192,True,False,7361.9568,4.8898,True,False,12041.6825,3.3594,True,False,17167.6272,6.5523,True,False,6896.8818,3.3586,True,False,9549.4456,7.8258,Ce,58,False,913652.763,143.913652763,3.041,False,318.6462,0.8321,B-,False,8314.7612,0.0197,B-=100,1945,False,284.886,24614150.400000002,0.025,d,False,-80431.942,2.833,+,AME2020,mass_1.mas20,0+,False,False
144,85,26,True,False,665.5283,3.5726,True,False,-5131.4137,11.0682,True,False,1136.5553,2.7563,True,False,-4819.5959,2.4006,True,False,14493.1145,3.2547,True,False,-9868.0918,7.7814,True,False,7825.6576,4.8185,True,False,9544.5247,2.8054,True,False,13106.8574,2.7619,True,False,15304.5802,6.6541,True,False,5753.7066,2.7626,True,False,6433.181,3.2539,Pr,59,False,913310.682,143.913310682,2.907,False,2997.44,2.4,B-,False,8311.5411,0.0188,B-=100,1951,False,17.28,1036.8000000000002,0.05,m,False,-80750.588,2.708,+,AME2020,mass_1.mas20,0-,False,False
144,84,24,True,False,-1782.4021,0.793,True,False,-11988.517,27.973,True,False,1901.2829,1.4525,True,False,-8858.6823,2.6833,True,False,10749.1457,1.3667,True,False,-9430.621,2.1972,True,False,7329.4317,1.4527,True,False,7130.5605,1.3675,True,False,13940.6089,0.0871,True,False,13793.0747,2.1985,True,False,7817.0359,0.0527,True,False,7968.7996,1.3683,Nd,60,False,910092.798,143.910092798,1.346,False,-2331.9117,2.6464,B-,False,8326.9237,0.0087,IS=23.798 19;A=100,1924,False,2.29,7.2266904e+22,0.16,Py,False,-83748.028,1.255,,AME2020,mass_1.mas20,0+,False,False
144,83,22,True,False,-5796.9419,11.1125,True,False,-19047.9288,28.0961,True,False,845.1947,6.712,True,False,-9970.2996,3.5292,True,False,15244.746,2.6473,True,False,-5636.8879,2.9777,True,False,10244.8192,2.9723,True,False,7639.4585,4.0896,True,False,16417.2168,23.7662,True,False,12207.6917,2.9719,True,False,6526.7705,1.5282,True,False,4702.7772,2.646,Pm,61,False,912596.208,143.912596208,3.126,False,549.5096,2.6679,B-,False,8305.2969,0.0202,EC=100;e+<8e-5,1952,False,363,31363200.0,14,d,False,-81416.116,2.912,,AME2020,mass_1.mas20,5-,False,False
